번호	시도	군구	일련번호	인구(2005)	인구변화율(70-05)	인구밀도(2005)	노령화율(2005)	소득세할주민세(01-05평균)	개별공시지가 평균지가(2005)	총사업체종사자수(2001)	총사업체종사자수(2005)	총사업체종사자수변화율(01-05)	총사업체종사자수증감폭(01-05)	재정력지수(01-05평균)	지방세징수액(2002)	지방세징수액(2005)	1인당지방세징수액(2005)	지방세징수액증가율(02-05)	지방세징수액증감폭(02-05)	의료병상수(2005)	사설학원강사수(2005)	도로율(2005)	상하수도보급률(2005)
115	강원도	영월군	136	37085	-1.986386284	32.89368647	20.89293924	992749.4	1184.361966	11563	11545	-0.155668944	-18	11.576	14769458	17407724	469.4006741	17.86298455	2638266	434	54	0.960531506	46.21949575
116	강원도	평창군	21	38591	-1.719280503	26.35925248	18.68491443	989543.2	2223.853905	11942	13877	16.20331603	1935	16.43	30461626	46593455	1207.365837	52.95787231	16131829	90	45	1.121260116	42.2987225
117	강원도	정선군	85	41129	-1.868546959	33.69931256	16.15915352	1817047	1612.716216	13880	14680	5.763688761	800	19.662	27920916	36822680	895.2972355	31.8820629	8901764	713	53	0.768475391	63.60840283
118	강원도	철원군	84	43548	-0.773670978	54.6481277	14.88877131	938809	2965.66992	12043	10688	-11.25134933	-1355	14.77	16710651	21168194	486.0887756	26.67486144	4457543	261	133	1.338309758	44.59676679
119	강원도	화천군	8	21718	-1.632620842	23.89034948	17.13547911	647544.8	909.1789402	5497	5599	1.855557577	102	8.754	8255713	10418443	479.7146607	26.19676823	2162730	71	41	0.701550277	45.53365872
120	강원도	양구군	83	19460	-1.579539971	30.08751044	15.83698736	440493.4	1299.343649	5055	5068	0.257171118	13	10.246	6614390	7715542	396.4821172	16.64782391	1101152	150	51	1.217948189	58.29136691
121	강원도	인제군	82	30469	-1.411826651	18.79700176	14.78766763	764204.6	828.2070845	7129	7847	10.07153879	718	10.722	11175403	13621194	447.0509042	21.88548368	2445791	193	62	0.761233758	64.22429354
122	강원도	고성군(강원)	141	29157	-1.498845841	49.89390465	18.2071672	665302.6	3141.262768	8569	8765	2.287314739	196	16.21	17921117	19607737	672.4881504	9.41135533	1686620	58	60	1.272685804	69.39842919
123	강원도	양양군	86	29617	-0.981476529	47.10457256	17.43579318	600193.6	2950.022638	8421	9985	18.57261608	1564	12.336	16620847	16108834	543.904987	-3.080546978	-512013	48	55	1.691093885	55.52723098
124	충청북도	청주시	231	642805	8.412656733	4189.292231	6.48953922	18841762	117201	167899	177553	5.749885348	9654	76.902	284680295	343126446	533.7955461	20.53045189	58446151	4840	2381	7.814700013	95.4961458
125	충청북도	충주시	53	204800	-0.180019109	208.1110468	12.62142102	4689132.2	6967.237186	54116	56377	4.178061941	2261	29.808	91399356	108743001	530.9716846	18.97567528	17343645	1500	622	2.836991058	79.52880859
126	충청북도	제천시	137	132864	-0.574603346	150.5575197	12.82730614	2686144.2	4745.030578	36311	38627	6.378232492	2316	21.35	52478927	65797058	495.2211133	25.37805508	13318131	1766	380	2.382470277	87.89852782
127	충청북도	청원군	107	112728	-1.127654604	138.4541692	17.02738614	4035505.8	13653.81932	33288	45094	35.46623408	11806	30.452	68725872	83834961	743.6924367	21.98457227	15109089	671	184	2.976612867	30.92488113
128	충청북도	보은군	81	32516	-1.926830455	55.63330881	28.06621287	657622.4	2417.63136	10520	9189	-12.65209125	-1331	10.078	11420625	15047855	462.7830914	31.76034587	3627230	200	53	1.956662224	50.84419978
129	충청북도	옥천군	132	51922	-1.43614384	96.6764109	20.95376282	974635.6	3601.507711	15232	15194	-0.24947479	-38	16.116	20075929	25490408	490.9365587	26.97000473	5414479	322	126	2.394662763	73.99175687
130	충청북도	영동군	35	49563	-1.602448481	58.65235554	22.73703839	976511.8	1876.273293	12309	11928	-3.095296125	-381	12.536	15907984	18357332	370.3837944	15.39697299	2449348	403	43	1.603819628	56.43019995
131	충청북도	증평군	225	28772	-0.169451943	351.6069901	12.85146166	685875	15924.75423	8097	8887	9.756700012	790	11.916	11593057	15071027	523.8088072	30.00045631	3477970	124	94.5	3.638789808	83.44397331
132	충청북도	진천군	71	58681	-0.712769184	144.541603	14.89472136	1610202.4	7418.172664	25510	29858	17.04429635	4348	26.842	34742720	52494018	894.565839	51.09357586	17751298	323	159	3.073729026	52.14379441
133	충청북도	괴산군	135	32304	-2.063209429	38.35714031	30.2533532	1018434.8	2395.854176	9463	9049	-4.374933953	-414	10.746	11547526	16260535	503.3598006	40.81401505	4713009	112	58.5	1.636776487	40.65595592
134	충청북도	음성군	72	82970	-0.77167565	159.3952318	15.34463194	2165826.2	8088.354264	34925	36543	4.632784538	1618	30.162	51049426	64748669	780.3865132	26.83525374	13699243	2200	232	3.106463278	51.79582982
135	충청북도	단양군	134	30528	-1.892682524	39.13093636	21.07583484	1553762.8	1209.799084	11240	11966	6.459074733	726	13.224	17232113	19324683	633.0150354	12.14343244	2092570	224	49	1.7119491	61.3682521
136	충청남도	천안시	145	521887	4.634834183	820.2546169	6.716508643	21817743	38228.97804	142028	182186	28.2747064	40158	63.116	265104074	453662192	869.2728349	71.1260733	188558118	3522	1608	3.046586499	82.66971586
137	충청남도	공주시	131	127076	-0.836077502	135.0808938	16.48271718	3180769.6	7357.437004	31177	33065	6.055746223	1888	19.332	48051238	58214363	458.1066685	21.1505997	10163125	1812	351	1.724934775	62.11125626
138	충청남도	보령시	105	97176	-0.986618211	170.801842	17.27358957	2612730	8672.211038	25503	28633	12.27306591	3130	19.184	47101240	58387618	600.844015	23.96195514	11286378	798	224	3.037681531	66.05334651
139	충청남도	아산시	57	208415	0.832911357	384.4160395	10.57717874	9458058.4	30019.35331	62052	82840	33.5009347	20788	42.668	111364078	205080960	984.0028789	84.15360113	93716882	1595	358	2.894224657	55.17693064
140	충청남도	서산시	32	144091	-0.302213317	194.6228862	13.3793113	5408214	11200.78051	35467	40944	15.44252404	5477	26.442	70749900	142436341	988.5165694	101.3237347	71686441	647	392	2.672426022	54.4447606
141	충청남도	논산시	119	125332	-1.314875146	225.9251915	17.96616418	2669045.6	9394.541515	31684	33803	6.687918192	2119	20.946	45464987	51834616	413.5784636	14.00996551	6369629	1566	233.434903	3.301164957	47.32869499
142	충청남도	계룡시	2	31699	4.778686451	522.3961767	5.419326297	1529541.2	36369.98811	4112	5838	41.97470817	1726	17.8	14446305	31075858	980.3419035	115.1128472	16629553	112	84.56509695	2.773053395	100.1813937
143	충청남도	금산군	101	53570	-1.607227437	92.95828417	22.30377893	1243531.2	4225.680547	17727	18212	2.735939527	485	17.44	30819119	29932252	558.7502707	-2.877652019	-886867	513	100	2.161934424	53.0651484
144	충청남도	연기군	130	80818	-0.640683	223.6124177	15.11027628	2292469.4	15535.89901	26973	27610	2.36162088	637	26.544	42737737	52992429	655.7008216	23.99446653	10254692	523	188	2.477136019	54.72295776
145	충청남도	부여군	33	73464	-1.676811512	117.6308584	24.6588441	1362202	5465.575532	17941	17201	-4.124630734	-740	16.228	24141012	32619365	444.0183627	35.12012255	8478353	925	124	2.674358414	45.4188446
146	충청남도	서천군	40	57875	-1.748917865	161.6484652	25.97166097	1065722.2	7122.013198	14795	17275	16.76241974	2480	16.032	21087652	30777218	531.787784	45.94900371	9689566	543	123	4.071376868	29.42289417
147	충청남도	청양군	94	31316	-1.889602244	65.28519013	28.60848679	559751.4	3105.693198	8784	8241	-6.181693989	-543	10.66	10044194	13133428	419.3839571	30.7564151	3089234	118	33	2.226922156	31.63079576
148	충청남도	홍성군	14	82793	-1.28105797	186.5463476	19.57400949	1755933.8	7544.934376	21470	21479	0.041918957	9	18.432	29669432	38785360	468.4618265	30.72498321	9115928	780	206	3.18467052	57.20531929
149	충청남도	예산군	103	81977	-1.402423497	150.9343988	21.48169021	1709216.2	7139.891079	21386	21966	2.712054615	580	18.678	32038008	45689721	557.3480488	42.61099192	13651713	244	218	2.829554508	54.991644
150	충청남도	태안군	89	58739	-1.122671498	116.3263689	18.83951587	1448743.6	10093.7709	14157	15455	9.168609169	1298	23.788	32268029	42634702	725.832956	32.12676238	10366673	354	113	2.519247411	49.32412877
151	충청남도	당진군	104	113267	-0.981258881	170.38012	17.31051867	3145360.6	16283.94383	27677	34745	25.53744987	7068	29.712	58432781	131955335	1164.993643	125.8241568	73522554	539	307	3.833904962	41.12451111
152	전라북도	전주시	229	623298	3.541340308	3022.343985	7.780521209	16348956.4	84119	153455	160405	4.529015021	6950	67.728	236224467	319767739	513.0254533	35.36605376	83543272	6583	2843	5.985470979	95.38046007
153	전라북도	군산시	210	250011	-0.104358952	654.0852366	11.17482304	6562331.2	27161.88448	70347	69290	-1.502551637	-1057	35.772	104636957	120017941	480.0506418	14.69938007	15380984	2243	912	4.52274777	90.40382223
154	전라북도	익산시	211	308144	0.669468326	607.69519	11.34884388	7251958.6	17285.86669	83973	86384	2.871160968	2411	37.278	113526130	138182816	448.4358482	21.71895228	24656686	3085	1404	4.907593823	87.18537437
155	전라북도	정읍시	42	115760	-1.520138228	167.0490786	20.35852915	1959669.4	5404.808634	29725	29690	-0.117746005	-35	15.21	38227138	43780676	378.2021078	14.52773681	5553538	1009	262	3.569873746	76.37785073
156	전라북도	남원시	47	86052	-1.426534875	114.3198757	20.10183157	1528078	4179.634558	24406	23420	-4.039990166	-986	15.166	32002845	31278218	363.4804304	-2.264258068	-724627	1064	238	3.136423817	69.05185237
157	전라북도	김제시	160	90652	-1.747226188	166.315635	23.77069133	1567905.4	7123.141858	23713	24400	2.897145026	687	15.442	29797138	40381317	445.4542316	35.52079062	10584179	1569	229	3.69036585	62.9020871
158	전라북도	완주군	209	79541	-1.284801018	96.88542961	17.75763552	2125883	4174.168293	22107	25598	15.7913783	3491	21.428	33105488	54680852	687.4549226	65.1715631	21575364	1229	120	1.890686826	32.36884123
159	전라북도	진안군	77	23992	-2.135616922	30.40348743	29.22433619	363481.2	1241.161743	5957	6057	1.678697331	100	8.044	6998126	7988482	332.9644048	14.15173148	990356	199	23	1.743186651	58.36737246
160	전라북도	무주군	76	22393	-1.974684442	35.44654446	27.33751681	353842.6	1665.55114	6712	6523	-2.815852205	-189	11.39	8789432	12629229	563.9811102	43.68652036	3839797	89	31	1.676257147	50.20988702
161	전라북도	장수군	75	20567	-2.107119153	38.54891009	29.37127795	292271	1161.248456	5233	5350	2.235811198	117	9.046	6880856	6566320	319.2648417	-4.571175447	-314536	63	11	2.484512399	54.53396217
162	전라북도	임실군	29	25757	-2.143542844	43.13971795	33.76294681	420797.8	2259.552346	7172	6763	-5.70273285	-409	8.85	7936215	10427438	404.8389952	31.39056843	2491223	135	33	2.399580176	35.30884808
163	전라북도	순창군	41	26331	-2.077663724	53.11346445	31.36	382942.4	1836.869553	6301	6863	8.919219172	562	8.138	6617976	7906070	300.2571114	19.46356409	1288094	218	28	2.611249158	39.392731
164	전라북도	고창군	120	56182	-1.966656285	92.58124052	27.55830982	731021.8	3635.17049	12725	13702	7.677799607	977	11.904	15381488	19846320	353.2505073	29.02730867	4464832	633	98	3.916055995	51.19967249
165	전라북도	부안군	121	55333	-1.875404193	112.1667917	25.4833454	956560.8	5211.764775	14304	14102	-1.412192394	-202	12.116	17464556	21469316	388.0020241	22.93078622	4004760	498	103	3.285250066	76.29353189
166	전라남도	목포시	25	244888	1.080966774	5110.350584	8.49952769	5315436	125220.258	64653	66439	2.762439485	1786	40.834	118727316	103013087	420.6538785	-13.23556325	-15714229	3007	958	10.94110225	97.7730636
167	전라남도	여수시	66	277995	-0.445729206	556.7806285	11.02696273	10123517.2	16230.67143	84296	83274	-1.21239442	-1022	36.27	145862628	183537120	660.217342	25.82874895	37674492	1948	1223	3.211237978	87.26541844
168	전라남도	순천시	55	262120	0.3086838	288.8597468	10.36712438	5920358.6	8372.787738	64308	66358	3.187783791	2050	30.156	105544912	116986376	446.3084694	10.84037476	11441464	2497	1085	2.682573576	88.94971769
169	전라남도	나주시	127	87212	-1.759276918	144.3739964	23.26917983	1930297.8	6554.453432	24099	24626	2.186812731	527	14.724	34464668	43738733	501.521958	26.90890567	9274065	2070	116	3.68708547	54.77342568
170	전라남도	광양시	58	135881	1.255347515	302.4349529	8.849929563	4845077.2	10736.38023	41551	47788	15.01046906	6237	46.73	74832010	140816510	1036.322297	88.17683769	65984500	861	724	3.171938414	80.5406937
171	전라남도	담양군	109	43574	-1.752053624	95.73967877	25.63629657	748320	5140.590432	13886	13807	-0.568918335	-79	12.228	16576043	20650468	473.9171983	24.58020289	4074425	906	80	2.909084328	40.81677147
172	전라남도	곡성군	79	29742	-1.992956805	54.32924156	30.37957585	840770	2012.477545	9431	9096	-3.552115364	-335	9.124	10676791	13110912	440.8214646	22.79824528	2434121	148	31	2.081582347	44.67251698
173	전라남도	구례군	99	24745	-1.915405371	55.83384102	27.82703753	350420	2078.693937	7416	6985	-5.81175836	-431	9.384	8624833	9728544	393.1519095	12.79689705	1103711	264	56	1.595014486	69.11497272
174	전라남도	고흥군	78	72700	-1.949534742	93.67711675	31.87329494	942021	2172.707966	16235	15566	-4.120726825	-669	10.144	16839854	19213025	264.2781981	14.09258655	2373171	1591	95	2.689485729	42.12654746
175	전라남도	보성군	80	45964	-2.070422149	69.29489982	31.38810198	642180.4	2431.520954	11925	11497	-3.589098532	-428	8.984	12968883	15084169	328.1735489	16.31047177	2115286	648	64	2.958382099	39.34492211
176	전라남도	화순군	11	67948	-1.479736633	86.37201439	19.70456461	1215282.2	3137.873998	15809	17941	13.48598899	2132	15.622	27607359	42894017	631.277109	55.37167825	15286658	1035	157	1.605800353	77.61229175
177	전라남도	장흥군	125	40044	-2.016352207	64.77515367	29.18783632	597848.6	2112.316532	9976	10088	1.122694467	112	9.484	11207083	11276747	281.6089052	0.621606889	69664	359	48	2.683799871	29.40890021
178	전라남도	강진군	10	36648	-1.980436296	73.27255278	29.20690504	553121.6	2526.4265	9492	9163	-3.466076696	-329	9.184	10924993	11733185	320.1589446	7.397643184	808192	255	94	3.004208953	47.79251255
179	전라남도	해남군	13	74086	-1.862409495	81.66086151	24.8398259	1158513	3368.086493	17773	17397	-2.115568559	-376	11.092	23182784	27055587	365.1916286	16.70551302	3872803	1095	113	3.33263023	42.9993521
180	전라남도	영암군	123	61256	-1.488816564	108.2471858	19.51695736	1746105	7072.391381	21177	22555	6.507059546	1378	15.806	34735225	33463659	546.2919387	-3.660739206	-1271566	458	113	4.3977508	44.76377824
181	전라남도	무안군	98	54458	-1.623237071	124.8292303	22.95740642	943754.6	7971.024776	13365	14941	11.79199401	1576	11.966	17102582	24987221	458.8347167	46.10203886	7884639	447	80	3.29162355	32.9281281
182	전라남도	함평군	16	36188	-2.044288309	92.14473048	30.07873143	467079	3699.055254	7600	7815	2.828947368	215	10.96	13955314	14956827	413.3090251	7.176570875	1001513	141	45	3.980358898	36.94733061
183	전라남도	영광군	96	60462	-1.686981564	127.554271	21.08123333	1322779.2	3214.389387	16827	16119	-4.207523623	-708	21.042	36418386	33816149	559.2959049	-7.145393538	-2602237	1103	79	3.315656526	49.38142966
184	전라남도	장성군	108	42029	-1.844135905	81.04944462	25.31308478	881324.2	3975.14402	10756	11509	7.000743771	753	11.92	14383635	19883149	473.0816579	38.23452138	5499514	608	107	2.9973179	36.72464251
185	전라남도	완도군	124	51325	-1.848289716	129.8282448	24.99511928	664300	2116.436902	14421	12941	-10.26281118	-1480	10.656	14651167	15271853	297.5519338	4.236427037	620686	170	70	2.796872512	46.84266926
186	전라남도	진도군	126	32091	-1.982677459	74.48472751	27.75073332	394432.4	1917.273693	7942	7134	-10.17375976	-808	10.706	9178392	9028437	281.3385996	-1.633782911	-149955	161	46	3.139058212	49.62450531
187	전라남도	신안군	3	38463	-2.198560855	58.77507984	29.45952276	389930.6	1762.074275	8712	7877	-9.584481175	-835	6.704	7579155	11453260	297.7734446	51.11526285	3874105	75	7	2.048937195	29.17219146
188	경상북도	포항시	232	489698	2.166488958	434.229521	8.343826072	19965775	16655	152515	157555	3.304592991	5040	63.278	274754236	409480352	836.1895536	49.03513699	134726116	3766	2083	2.089289375	76.98275264
189	경상북도	경주시	117	267872	-0.124789493	202.3080176	13.55873611	7231199.6	7534.04975	83755	88651	5.845621157	4896	33.404	133050339	159117986	594.0075334	19.59231911	26067647	2026	802	2.157548713	78.96308685
190	경상북도	김천시	70	135923	-0.850740285	134.6852426	16.75051418	3010553.4	5094.544459	35838	36184	0.965455662	346	22.248	50603975	61366097	451.4769171	21.2673451	10762122	1696	252	1.792657379	68.13011779
191	경상북도	안동시	49	169788	-0.964132273	111.635797	16.465214	3704807.4	3362.955551	43561	43499	-0.142329148	-62	19.982	59917930	67981039	400.3877718	13.45692183	8063109	3484	621	1.617424831	75.41021745
192	경상북도	구미시	67	383786	6.038694549	622.9280961	5.228220335	23243552	21694.33177	139529	171492	22.90778261	31963	74.064	223661937	305318252	795.542964	36.50881151	81656315	1855	3071	2.684284856	87.64858541
193	경상북도	영주시	102	114081	-0.838484498	170.5603564	16.63059734	2516215.2	4605.054743	29487	29329	-0.535829349	-158	19.294	38130998	44043074	386.0684426	15.50464533	5912076	474	463	2.386776605	82.75917988
194	경상북도	영천시	36	104012	-1.287920549	113.0061603	19.52676471	2287962.8	4987.149217	29871	31570	5.687790834	1699	19.036	44534542	59027385	567.5055282	32.54292589	14492843	1467	235	1.689945024	71.08170211
195	경상북도	상주시	39	105937	-1.556446501	84.42204248	23.1657197	1710308.6	2741.844301	24445	23263	-4.835344651	-1182	13.498	31457914	37732399	356.1777188	19.94564865	6274485	526	240	1.802418297	61.71120572
196	경상북도	문경시	122	70926	-1.585433499	77.7927676	22.34053069	1316258.8	2222.056174	18658	17151	-8.076964305	-1507	14.34	24402648	26155139	368.7665877	7.181560788	1752491	1150	124	1.661506257	84.80951978
197	경상북도	경산시	111	242297	2.532769762	588.3565635	8.952411065	6159372.8	19673.06775	65862	70854	7.579484376	4992	40.644	106566780	145746179	601.5187105	36.76511479	39179399	2951	408	2.863983536	52.96784525
198	경상북도	군위군	110	24552	-1.874793693	39.97655334	31.6464514	428875.2	1953.298345	6710	6830	1.788375559	120	8.956	8860861	11690406	476.148827	31.93307061	2829545	100	21	1.56471229	26.41332682
199	경상북도	의성군	46	56712	-1.978775749	48.23228243	32.75184884	793677	1959.739501	13963	12492	-10.53498532	-1471	10.554	15893541	18341466	323.4141981	15.40201142	2447925	499	71	1.558157696	39.65739173
200	경상북도	청송군	93	26630	-1.955054646	31.60905897	27.35242108	451072	898.0882461	7703	7289	-5.374529404	-414	8.254	7739714	8702822	326.8051821	12.44371562	963108	274	27	0.915264932	28.5655276
201	경상북도	영양군	62	17648	-2.090436683	21.65186239	30.18033345	220764.6	614.4158074	4174	3771	-9.655007187	-403	6.502	4424658	4767775	270.1595082	7.75465584	343117	50	16	0.873467144	28.01167271
202	경상북도	영덕군	97	40547	-1.83705201	54.70970005	27.41225902	577202.2	1706.857219	10790	10666	-1.149212234	-124	11.064	13801438	20495655	505.4789504	48.50376461	6694217	288	56	1.192535318	72.31731078
203	경상북도	청도군	92	39558	-1.840722836	56.75954889	29.61328769	712859	3025.045021	9534	9430	-1.090832809	-104	11.146	14713047	19670158	497.2485464	33.69194022	4957111	423	105	1.646045427	50.69265382
204	경상북도	고령군	114	30895	-1.53995787	80.44525452	23.23962165	637046.6	5020.249611	10805	12037	11.40212864	1232	14.478	15439613	19636856	635.5998058	27.1848977	4197243	172	27	2.112213774	51.1328694
205	경상북도	성주군	113	39682	-1.798189913	64.40105815	25.31005388	758199.2	4001.645311	10896	11895	9.168502203	999	14.32	17178010	22254343	560.8170707	29.551345	5076333	125	45	1.818671795	28.27604455
206	경상북도	칠곡군	112	109018	0.69011067	241.7733029	10.32836819	2585964.8	10876.7121	35948	43061	19.78691443	7113	34.944	58687765	74895169	686.998193	27.61632514	16207404	1339	204	2.418285689	56.93280009
207	경상북도	예천군	133	46056	-1.964372296	69.70155578	30.59522773	712534	2052.481724	11223	9815	-12.54566515	-1408	12.1	11751214	13644720	296.263679	16.11327987	1893506	197	61	2.862358042	38.54546639
208	경상북도	봉화군	64	32413	-2.055130666	26.98879249	29.16756891	469701.6	715.478287	8052	8227	2.173373075	175	8.182	8733813	8998911	277.6327708	3.035306572	265098	188	31	1.299317974	24.56730324
209	경상북도	울진군	128	51279	-1.548118954	51.8509156	22.47628362	1441369.6	1514.18588	16147	14902	-7.710410603	-1245	22.706	29297364	40928154	798.1464927	39.69910057	11630790	263	175	1.162566306	43.86786014
210	경상북도	울릉군	129	8331	-1.833364055	114.4053831	17.91331492	156995.8	3015.781445	3304	3537	7.052058111	233	9.22	2662020	3219080	386.3977914	20.92621393	557060	21	5	1.610265037	47.95342696
211	경상남도	창원시	208	501705	13.00478983	1714.351615	4.452017765	25000215.6	64843.35745	209418	226775	8.288208272	17357	91.348	434427265	439899399	876.8088797	1.259620296	5472134	3014	3529	4.859022826	93.15504131
212	경상남도	마산시	233	428069	3.213418884	1297.571992	7.937504686	14214474.4	36302.3051	122250	114495	-6.343558282	-7755	54.848	221204936	256157311	598.4019188	15.80090193	34952375	6507	1781	3.059112216	93.32315585
213	경상남도	진주시	68	337242	0.947544832	473.0830738	9.730790385	8384533	15117.13901	91545	96861	5.806980174	5316	38.114	139591290	163505327	484.8308544	17.13146787	23914037	4495	1648	3.589919199	89.28262197
214	경상남도	진해시	115	150063	1.085181507	1326.58239	8.713990666	3722222	49575.07135	30277	38135	25.95369422	7858	33.678	61999540	109454775	729.3921553	76.5412695	47455235	1084	630	4.616634105	97.53703445
215	경상남도	통영시	90	121555	-0.280695135	510.7782167	11.45687982	2611197.6	13977.9194	31335	34147	8.973990745	2812	24.74	59373861	69218684	569.4433302	16.5810726	9844823	759	568	3.491325111	89.27933857
216	경상남도	사천시	31	106851	-0.746464128	269.1935606	15.10062704	2639924.8	10746.51395	30769	31661	2.899021743	892	21.964	39432596	55850472	522.6948929	41.63529076	16417876	2148	314	3.18043713	75.87622016
217	경상남도	김해시	45	431778	7.423200045	931.8413329	6.170536707	11157837.8	37738.26568	109468	147252	34.51602295	37784	59.522	250508082	343817853	796.2838612	37.24820782	93309771	4425	1690	3.976735195	92.88071648
218	경상남도	밀양시	37	105966	-1.306904505	132.7030006	19.09494468	1880162.6	6294.849558	26530	27396	3.264229175	866	18.706	39927161	59105309	557.7761641	48.03283659	19178148	1194	308	2.060601287	62.68425721
219	경상남도	거제시	24	196481	2.144409938	489.4283223	7.074013175	9726317.8	11495.63613	66300	81729	23.27149321	15429	44.4	94729656	146104096	743.6041958	54.23268929	51374440	1169	736	3.163759198	83.9834386
220	경상남도	양산시	118	217154	7.686667897	448.6282125	7.424309111	6282006	23132.14114	78487	87500	11.48343038	9013	59.906	129746674	194083416	893.7593413	49.5864287	64336742	3292	786	1.928592658	78.97045415
221	경상남도	의령군	73	27651	-2.037041156	57.26030234	32.27859611	391793.4	2107.530611	7391	8943	20.9985117	1552	10.038	8448706	13739802	496.9007269	62.62611103	5291096	431	52	2.232255084	43.7235543
222	경상남도	함안군	18	54526	-1.400058256	130.8173988	20.18930361	1414069.6	8519.225216	20247	22657	11.90299798	2410	20.17	27444989	41525724	761.576569	51.30530386	14080735	404	183	3.554294739	54.77845432
223	경상남도	창녕군	28	57618	-1.735787219	108.1236278	25.02875466	1111985	4934.683926	15499	16252	4.85837796	753	17.97	24603780	34242362	594.2997327	39.17520804	9638582	1832	178	2.925026535	66.81332223
224	경상남도	고성군(경남)	34	49516	-1.683355142	95.78118653	24.50320383	997578.2	3845.189968	14604	15142	3.683922213	538	17.866	20126544	27497174	555.3189676	36.62143883	7370630	566	138	2.99777933	52.16394701
225	경상남도	남해군	151	46791	-1.801592879	130.8399978	30.75341586	533981.6	3641.330857	11079	11262	1.651773626	183	12.608	13060285	16331755	349.0362463	25.04899395	3271470	168	76	2.740319781	43.50943558
226	경상남도	하동군	19	45282	-1.865830685	67.02784315	27.44174736	748289.2	2772.184381	11397	12103	6.194612617	706	15.324	15648379	20342573	449.2419284	29.99795698	4694194	515	87	2.611859763	45.65058964
227	경상남도	산청군	100	32451	-1.959182092	40.8389021	29.85351381	500331.4	1939.108015	7824	8383	7.144683027	559	11.8	10862183	16105913	496.3148439	48.27510271	5243730	45	39	2.049939329	25.30892731
228	경상남도	함양군	17	37231	-1.905358405	51.34885389	28.32404191	583299.4	1908.100687	8917	9778	9.655713805	861	10.886	11073040	13806269	370.8272407	24.68363701	2733229	128	87	2.190432916	53.80193924
229	경상남도	거창군	95	60622	-1.486389013	75.38174583	22.03588659	937360.6	2314.052588	14558	14608	0.343453771	50	14.718	19936701	23273131	383.9056943	16.7351158	3336430	386	238	1.957697899	65.37065752
230	경상남도	합천군	15	47804	-2.041547522	48.61143595	31.78946927	616121.8	1813.803492	12197	11194	-8.223333607	-1003	12.336	14034642	17110807	357.9367208	21.9183717	3076165	513	68	2.161323554	31.56535018
231	제주도	제주시	27	311281	5.512178334	1218.511704	6.696533457	10987358.8	52422.0064	100016	107016	6.998880179	7000	56.516	171706144	181669040	583.6175032	5.802294413	9962896	2184	1576	4.649479354	96.3573106
232	제주도	서귀포시	150	78369	0.92373973	307.4499804	10.66002841	2259169.6	20608.74306	26262	27439	4.481760719	1177	29.872	49474847	51847018	661.5755975	4.794701033	2372171	365	348	3.276336273	102.6636808
233	제주도	북제주군	54	80635	-0.856520105	111.6194405	19.20939082	1718295.2	9422.668397	19273	21224	10.12296996	1951	25.14	119455679	125827901	1560.462591	5.3343818	6372222	137	203	4.20697257	60.59155454
234	제주도	남제주군	149	61602	-1.307141851	100.0844842	17.61449667	1029941.8	9613.136004	16763	16165	-3.56738054	-598	21.472	35315115	41776553	678.168777	18.29652261	6461438	104	121	3.880548617	85.99152625
